0.000000000000000000e+00,0.000000000000000000e+00
4.078000000000000000e+04,1.451999999999999957e+01
4.078100000000000000e+04,1.451999999999999957e+01
4.078400000000000000e+04,1.450000000000000000e+01
4.078500000000000000e+04,1.452999999999999936e+01
4.078600000000000000e+04,1.453999999999999915e+01
4.078700000000000000e+04,1.453999999999999915e+01
4.078800000000000000e+04,1.459999999999999964e+01
4.079200000000000000e+04,1.464000000000000057e+01
4.079300000000000000e+04,1.459999999999999964e+01
4.079400000000000000e+04,1.458000000000000007e+01
4.079500000000000000e+04,1.461999999999999922e+01
4.079800000000000000e+04,1.464000000000000057e+01
4.079900000000000000e+04,1.461999999999999922e+01
4.080000000000000000e+04,1.460999999999999943e+01
4.080100000000000000e+04,1.458000000000000007e+01
4.080200000000000000e+04,1.458000000000000007e+01
4.080500000000000000e+04,1.461999999999999922e+01
4.080600000000000000e+04,1.464000000000000057e+01
4.080700000000000000e+04,1.464000000000000057e+01
4.080800000000000000e+04,1.471000000000000085e+01
4.080900000000000000e+04,1.471000000000000085e+01
4.081200000000000000e+04,1.465000000000000036e+01
4.081300000000000000e+04,1.458999999999999986e+01
4.081400000000000000e+04,1.457000000000000028e+01
4.081500000000000000e+04,1.458000000000000007e+01
4.081600000000000000e+04,1.463000000000000078e+01
4.081900000000000000e+04,1.461999999999999922e+01
4.082000000000000000e+04,1.466000000000000014e+01
4.082100000000000000e+04,1.460999999999999943e+01
4.082200000000000000e+04,1.458999999999999986e+01
4.082300000000000000e+04,1.457000000000000028e+01
4.082700000000000000e+04,1.451999999999999957e+01
4.082800000000000000e+04,1.448000000000000043e+01
4.082900000000000000e+04,1.453999999999999915e+01
4.083000000000000000e+04,1.451999999999999957e+01
4.083300000000000000e+04,1.451999999999999957e+01
4.083400000000000000e+04,1.458000000000000007e+01
4.083500000000000000e+04,1.456000000000000050e+01
4.083600000000000000e+04,1.456000000000000050e+01
4.083700000000000000e+04,1.456000000000000050e+01
4.084000000000000000e+04,1.456000000000000050e+01
4.084100000000000000e+04,1.457000000000000028e+01
4.084200000000000000e+04,1.458999999999999986e+01
4.084300000000000000e+04,1.456000000000000050e+01
4.084400000000000000e+04,1.455000000000000071e+01
4.084700000000000000e+04,1.458999999999999986e+01
4.084800000000000000e+04,1.465000000000000036e+01
4.084900000000000000e+04,1.466999999999999993e+01
4.085000000000000000e+04,1.467999999999999972e+01
4.085100000000000000e+04,1.467999999999999972e+01
4.085400000000000000e+04,1.468999999999999950e+01
4.085500000000000000e+04,1.469999999999999929e+01
4.085600000000000000e+04,1.469999999999999929e+01
4.085700000000000000e+04,1.468999999999999950e+01
4.086100000000000000e+04,1.467999999999999972e+01
4.086200000000000000e+04,1.466999999999999993e+01
4.086300000000000000e+04,1.466999999999999993e+01
4.086400000000000000e+04,1.466000000000000014e+01
4.086500000000000000e+04,1.466999999999999993e+01
4.086800000000000000e+04,1.466999999999999993e+01
4.086900000000000000e+04,1.466000000000000014e+01
4.087000000000000000e+04,1.469999999999999929e+01
4.087200000000000000e+04,1.466000000000000014e+01
4.087500000000000000e+04,1.463000000000000078e+01
4.087600000000000000e+04,1.464000000000000057e+01
4.087700000000000000e+04,1.463000000000000078e+01
4.087800000000000000e+04,1.458999999999999986e+01
4.087900000000000000e+04,1.463000000000000078e+01
4.088200000000000000e+04,1.466000000000000014e+01
4.088300000000000000e+04,1.466999999999999993e+01
4.088400000000000000e+04,1.466999999999999993e+01
4.088500000000000000e+04,1.472000000000000064e+01
4.088600000000000000e+04,1.475000000000000000e+01
4.088900000000000000e+04,1.471000000000000085e+01
4.089000000000000000e+04,1.469999999999999929e+01
4.089100000000000000e+04,1.474000000000000021e+01
4.089200000000000000e+04,1.477999999999999936e+01
4.089300000000000000e+04,1.476999999999999957e+01
4.089600000000000000e+04,1.478999999999999915e+01
4.089700000000000000e+04,1.477999999999999936e+01
4.089800000000000000e+04,1.475999999999999979e+01
4.089900000000000000e+04,1.475000000000000000e+01
4.090000000000000000e+04,1.473000000000000043e+01
4.090500000000000000e+04,1.475000000000000000e+01
4.090600000000000000e+04,1.475000000000000000e+01
4.090700000000000000e+04,1.476999999999999957e+01
4.091100000000000000e+04,1.475999999999999979e+01
4.091200000000000000e+04,1.475000000000000000e+01
4.091300000000000000e+04,1.475000000000000000e+01
