Date,Open,High,Low,Close,Adj Close,Volume
2006-07-03,2177.909912109375,2190.43994140625,2172.090087890625,2190.429931640625,2190.429931640625,788200000
2006-07-05,2174.68994140625,2190.429931640625,2147.1201171875,2153.340087890625,2153.340087890625,1586970000
2006-07-06,2156.300048828125,2168.5400390625,2148.2099609375,2155.090087890625,2155.090087890625,1585090000
2006-07-07,2146.889892578125,2155.090087890625,2126.639892578125,2130.06005859375,2130.06005859375,1759870000
2006-07-10,2135.9599609375,2142.360107421875,2109.179931640625,2116.929931640625,2116.929931640625,1561790000
2006-07-11,2110.419921875,2129.469970703125,2095.68994140625,2128.860107421875,2128.860107421875,1971500000
2006-07-12,2121.7099609375,2128.860107421875,2090.22998046875,2090.239990234375,2090.239990234375,1776520000
2006-07-13,2076.389892578125,2090.239990234375,2054.10009765625,2054.110107421875,2054.110107421875,2022040000
2006-07-14,2053.8798828125,2056.530029296875,2027.1099853515625,2037.3499755859375,2037.3499755859375,1779960000
2006-07-17,2034.760009765625,2050.64990234375,2028.300048828125,2037.719970703125,2037.719970703125,1504880000
2006-07-18,2043.1800537109375,2052.530029296875,2012.780029296875,2043.219970703125,2043.219970703125,1996880000
2006-07-19,2037.6800537109375,2086.070068359375,2037.0999755859375,2080.7099609375,2080.7099609375,2304740000
2006-07-20,2083.830078125,2084.239990234375,2038.7099609375,2039.4200439453125,2039.4200439453125,1951450000
2006-07-21,2035.260009765625,2035.780029296875,2014.0699462890625,2020.3900146484375,2020.3900146484375,2346890000
2006-07-24,2030.489990234375,2061.840087890625,2030.489990234375,2061.840087890625,2061.840087890625,1975870000
2006-07-25,2060.3798828125,2080.110107421875,2055.340087890625,2073.89990234375,2073.89990234375,1913710000
2006-07-26,2066.4599609375,2083.9599609375,2053.639892578125,2070.4599609375,2070.4599609375,2073310000
2006-07-27,2082.570068359375,2093.139892578125,2052.02001953125,2054.469970703125,2054.469970703125,2120100000
2006-07-28,2065.280029296875,2094.949951171875,2065.06005859375,2094.139892578125,2094.139892578125,1803290000
2006-07-31,2087.860107421875,2098.239990234375,2082.6201171875,2091.469970703125,2091.469970703125,1582270000
2006-08-01,2080.340087890625,2080.340087890625,2052.75,2061.989990234375,2061.989990234375,1663070000
2006-08-02,2069.909912109375,2089.0,2069.580078125,2078.81005859375,2078.81005859375,1755730000
2006-08-03,2064.56005859375,2099.81005859375,2060.909912109375,2092.340087890625,2092.340087890625,1818790000
2006-08-04,2107.830078125,2119.010009765625,2068.800048828125,2085.050048828125,2085.050048828125,1832040000
2006-08-07,2079.449951171875,2079.449951171875,2064.93994140625,2072.5,2072.5,1428170000
2006-08-08,2079.52001953125,2083.89990234375,2054.1298828125,2060.85009765625,2060.85009765625,1889440000
2006-08-09,2085.56005859375,2097.760009765625,2056.77001953125,2060.280029296875,2060.280029296875,2074060000
